subset,1,,num_trips,avg_duration,hours,minutes,seconds
all,817,215,38,851.6842105263158,0.0,14.0,11.0
all,817,216,45,264.4,0.0,4.0,24.0
all,817,217,153,607.5816993464052,0.0,10.0,7.0
all,817,219,214,1026.7242990654206,0.0,17.0,6.0
all,817,220,435,553.1770114942528,0.0,9.0,13.0
all,817,221,171,970.233918128655,0.0,16.0,10.0
all,817,222,83,1079.4698795180723,0.0,17.0,59.0
all,817,223,180,739.6777777777778,0.0,12.0,19.0
all,817,298,64,461.171875,0.0,7.0,41.0
all,817,301,89,645.1460674157304,0.0,10.0,45.0
all,817,367,381,466.4461942257218,0.0,7.0,46.0
all,817,368,84,1043.202380952381,0.0,17.0,23.0
all,817,638,198,585.1060606060606,0.0,9.0,45.0
all,817,639,282,607.7517730496454,0.0,10.0,7.0
all,817,640,42,671.4761904761905,0.0,11.0,11.0
all,817,641,71,296.3521126760563,0.0,4.0,56.0
all,817,642,39,468.2564102564103,0.0,7.0,48.0
all,817,644,119,788.90756302521,0.0,13.0,8.0
all,817,645,147,619.6598639455782,0.0,10.0,19.0
all,817,646,437,572.1990846681922,0.0,9.0,32.0
all,817,647,140,714.9857142857143,0.0,11.0,54.0
all,817,788,148,694.3783783783783,0.0,11.0,34.0
all,817,789,251,493.2828685258964,0.0,8.0,13.0
all,817,790,27,526.7407407407408,0.0,8.0,46.0
all,817,791,53,428.20754716981133,0.0,7.0,8.0
all,817,792,445,558.0404494382022,0.0,9.0,18.0
all,817,793,57,807.7719298245614,0.0,13.0,27.0
all,817,794,47,1066.340425531915,0.0,17.0,46.0
all,817,795,225,288.67555555555555,0.0,4.0,48.0
all,817,796,455,619.3318681318681,0.0,10.0,19.0
all,817,797,859,846.1490104772992,0.0,14.0,6.0
all,817,798,541,445.45841035120145,0.0,7.0,25.0
all,817,799,64,452.015625,0.0,7.0,32.0
all,817,800,0,,,,
all,817,801,25,948.32,0.0,15.0,48.0
all,817,802,27,320.74074074074076,0.0,5.0,20.0
all,817,803,483,370.03312629399585,0.0,6.0,10.0
all,817,804,116,372.6551724137931,0.0,6.0,12.0
all,817,806,403,532.014888337469,0.0,8.0,52.0
all,817,807,35,958.9428571428572,0.0,15.0,58.0
all,817,808,32,581.59375,0.0,9.0,41.0
all,817,809,604,421.37417218543044,0.0,7.0,1.0
all,817,810,62,391.758064516129,0.0,6.0,31.0
all,817,811,332,475.34638554216866,0.0,7.0,55.0
all,817,812,160,571.03125,0.0,9.0,31.0
all,817,814,586,496.70989761092153,0.0,8.0,16.0
all,817,815,111,1027.126126126126,0.0,17.0,7.0
all,817,816,242,282.3099173553719,0.0,4.0,42.0
all,817,817,570,882.2543859649123,0.0,14.0,42.0
all,817,818,96,339.8645833333333,0.0,5.0,39.0
all,817,819,128,933.125,0.0,15.0,33.0
all,817,908,47,258.6808510638298,0.0,4.0,18.0
all,817,1043,320,652.015625,0.0,10.0,52.0
all,817,1044,934,412.58993576017133,0.0,6.0,52.0
all,817,1045,221,536.6968325791855,0.0,8.0,56.0
all,817,1046,174,427.62068965517244,0.0,7.0,7.0
all,817,1047,0,,,,
all,817,1048,276,424.34420289855075,0.0,7.0,4.0
all,817,1049,80,415.85,0.0,6.0,55.0
all,817,1816,583,562.5351629502572,0.0,9.0,22.0
all,817,1887,50,347.76,0.0,5.0,47.0
all,817,1888,107,650.4953271028037,0.0,10.0,50.0
all,817,1889,86,800.5697674418604,0.0,13.0,20.0
all,817,1890,29,917.551724137931,0.0,15.0,17.0
all,817,1891,10,707.3,0.0,11.0,47.0
all,817,1892,37,632.1081081081081,0.0,10.0,32.0
all,817,1893,190,365.3263157894737,0.0,6.0,5.0
all,817,1894,44,922.7954545454545,0.0,15.0,22.0
all,817,1895,157,323.71974522292993,0.0,5.0,23.0
all,817,1896,22,864.9090909090909,0.0,14.0,24.0
all,817,1897,193,677.1917098445596,0.0,11.0,17.0
all,817,1898,20,800.25,0.0,13.0,20.0
all,817,1899,30,832.7666666666667,0.0,13.0,52.0
all,817,1900,70,636.6285714285714,0.0,10.0,36.0
all,818,2,53,281.6981132075472,0.0,4.0,41.0
all,818,3,25,1257.6,0.0,20.0,57.0
all,818,5,66,807.6969696969697,0.0,13.0,27.0
all,818,7,123,471.4715447154472,0.0,7.0,51.0
all,818,8,154,287.2012987012987,0.0,4.0,47.0
all,818,22,141,500.73758865248226,0.0,8.0,20.0
all,818,24,22,899.0,0.0,14.0,59.0
all,818,33,3,250.33333333333334,0.0,4.0,10.0
all,818,34,15,576.4,0.0,9.0,36.0
all,818,36,138,306.67391304347825,0.0,5.0,6.0
all,818,49,123,225.34146341463415,0.0,3.0,45.0
all,818,58,9,917.0,0.0,15.0,17.0
all,818,69,144,338.3333333333333,0.0,5.0,38.0
all,818,70,21,480.76190476190476,0.0,8.0,0.0
all,818,75,17,1239.764705882353,0.0,20.0,39.0
all,818,82,298,283.7751677852349,0.0,4.0,43.0
all,818,83,70,783.2,0.0,13.0,3.0
all,818,87,101,744.4554455445544,0.0,12.0,24.0
all,818,98,67,253.61194029850745,0.0,4.0,13.0
all,818,116,9,955.0,0.0,15.0,55.0
all,818,117,17,852.3529411764706,0.0,14.0,12.0
all,818,131,48,470.9166666666667,0.0,7.0,50.0
all,818,132,83,339.95180722891564,0.0,5.0,39.0
all,818,138,4,457.75,0.0,7.0,37.0
all,818,140,0,,,,
all,818,150,72,309.8888888888889,0.0,5.0,9.0
all,818,151,28,256.82142857142856,0.0,4.0,16.0
all,818,156,22,533.7272727272727,0.0,8.0,53.0
all,818,157,54,583.5925925925926,0.0,9.0,43.0
all,818,212,0,,,,
all,818,214,115,345.88695652173914,0.0,5.0,45.0
all,818,215,3,2130.6666666666665,0.0,35.0,30.0
all,818,216,11,553.7272727272727,0.0,9.0,13.0
all,818,217,191,382.9947643979058,0.0,6.0,22.0
all,818,219,95,1034.3052631578948,0.0,17.0,14.0
all,818,220,413,291.27602905569006,0.0,4.0,51.0
all,818,221,116,786.1034482758621,0.0,13.0,6.0
all,818,222,37,1085.918918918919,0.0,18.0,5.0
all,818,223,368,609.9021739130435,0.0,10.0,9.0
all,818,298,25,269.52,0.0,4.0,29.0
all,818,301,48,301.5625,0.0,5.0,1.0
all,818,367,103,269.7281553398058,0.0,4.0,29.0
all,818,368,70,705.4,0.0,11.0,45.0
all,818,638,206,362.8883495145631,0.0,6.0,2.0
all,818,639,311,365.9646302250804,0.0,6.0,5.0
all,818,640,8,234.125,0.0,3.0,54.0
all,818,641,5,717.4,0.0,11.0,57.0
all,818,642,7,238.28571428571428,0.0,3.0,58.0
all,818,644,172,487.05232558139534,0.0,8.0,7.0
all,818,645,85,630.364705882353,0.0,10.0,30.0
all,818,646,416,431.43990384615387,0.0,7.0,11.0
all,818,647,188,389.4468085106383,0.0,6.0,29.0
all,818,788,23,919.4782608695652,0.0,15.0,19.0
all,818,789,34,507.7647058823529,0.0,8.0,27.0
all,818,790,29,339.6896551724138,0.0,5.0,39.0
all,818,791,14,543.6428571428571,0.0,9.0,3.0
all,818,792,59,715.9661016949152,0.0,11.0,55.0
all,818,793,15,755.6666666666666,0.0,12.0,35.0
all,818,794,14,1430.9285714285713,0.0,23.0,50.0
all,818,795,100,765.64,0.0,12.0,45.0
all,818,796,139,788.9712230215828,0.0,13.0,8.0
all,818,797,131,893.2290076335878,0.0,14.0,53.0
all,818,798,157,241.23566878980893,0.0,4.0,1.0
all,818,799,41,213.3658536585366,0.0,3.0,33.0
all,818,800,0,,,,
all,818,801,16,483.875,0.0,8.0,3.0
all,818,802,15,152.26666666666668,0.0,2.0,32.0
all,818,803,140,606.6928571428572,0.0,10.0,6.0
all,818,804,21,359.9047619047619,0.0,5.0,59.0
all,818,806,80,761.2125,0.0,12.0,41.0
all,818,807,30,965.2666666666667,0.0,16.0,5.0
all,818,808,11,1148.909090909091,0.0,19.0,8.0
all,818,809,159,230.77987421383648,0.0,3.0,50.0
all,818,810,41,413.4146341463415,0.0,6.0,53.0
all,818,811,161,327.7701863354037,0.0,5.0,27.0
all,818,812,51,829.0588235294117,0.0,13.0,49.0
all,818,814,76,687.8947368421053,0.0,11.0,27.0
all,818,815,108,644.6574074074074,0.0,10.0,44.0
all,818,816,48,328.5625,0.0,5.0,28.0
all,818,817,98,467.234693877551,0.0,7.0,47.0
all,818,818,214,437.5841121495327,0.0,7.0,17.0
all,818,819,3,1032.0,0.0,17.0,12.0
all,818,908,67,240.01492537313433,0.0,4.0,0.0
all,818,1043,64,808.125,0.0,13.0,28.0
all,818,1044,57,1018.7017543859649,0.0,16.0,58.0
all,818,1045,77,775.961038961039,0.0,12.0,55.0
all,818,1046,76,443.0,0.0,7.0,23.0
all,818,1047,0,,,,
all,818,1048,62,407.0967741935484,0.0,6.0,47.0
all,818,1049,30,822.9333333333333,0.0,13.0,42.0
all,818,1816,720,342.81111111111113,0.0,5.0,42.0
all,818,1887,15,359.6666666666667,0.0,5.0,59.0
all,818,1888,6,488.3333333333333,0.0,8.0,8.0
all,818,1889,15,814.5333333333333,0.0,13.0,34.0
all,818,1890,14,916.5,0.0,15.0,16.0
all,818,1891,2,342.5,0.0,5.0,42.0
all,818,1892,32,388.46875,0.0,6.0,28.0
all,818,1893,12,373.25,0.0,6.0,13.0
all,818,1894,10,2412.4,0.0,40.0,12.0
all,818,1895,29,270.41379310344826,0.0,4.0,30.0
all,818,1896,21,501.76190476190476,0.0,8.0,21.0
all,818,1897,26,1054.5384615384614,0.0,17.0,34.0
all,818,1898,4,781.5,0.0,13.0,1.0
all,818,1899,35,672.8,0.0,11.0,12.0
all,818,1900,11,699.8181818181819,0.0,11.0,39.0
all,819,2,10,1209.8,0.0,20.0,9.0
all,819,3,170,843.3176470588236,0.0,14.0,3.0
all,819,5,102,405.52941176470586,0.0,6.0,45.0
all,819,7,65,1093.3538461538462,0.0,18.0,13.0
all,819,8,19,1134.1052631578948,0.0,18.0,54.0
all,819,22,11,1482.1818181818182,0.0,24.0,42.0
all,819,24,20,718.35,0.0,11.0,58.0
all,819,33,7,1082.5714285714287,0.0,18.0,2.0
all,819,34,18,1118.388888888889,0.0,18.0,38.0
all,819,36,19,1318.6842105263158,0.0,21.0,58.0
all,819,49,24,1095.7083333333333,0.0,18.0,15.0
all,819,58,34,549.0588235294117,0.0,9.0,9.0
all,819,69,94,811.2659574468086,0.0,13.0,31.0
all,819,70,7,1250.2857142857142,0.0,20.0,50.0
all,819,75,5,1309.8,0.0,21.0,49.0
all,819,82,81,1047.8765432098764,0.0,17.0,27.0
all,819,83,15,1511.2,0.0,25.0,11.0
all,819,87,24,1589.375,0.0,26.0,29.0
all,819,98,2,1535.5,0.0,25.0,35.0
all,819,116,53,690.0943396226415,0.0,11.0,30.0
all,819,117,31,1185.5483870967741,0.0,19.0,45.0
all,819,131,41,1038.9024390243903,0.0,17.0,18.0
all,819,132,52,1129.826923076923,0.0,18.0,49.0
all,819,138,5,1350.2,0.0,22.0,30.0
all,819,140,2,1397.5,0.0,23.0,17.0
all,819,150,144,1193.9652777777778,0.0,19.0,53.0
all,819,151,7,1205.857142857143,0.0,20.0,5.0
all,819,156,19,966.3684210526316,0.0,16.0,6.0
all,819,157,52,1360.0192307692307,0.0,22.0,40.0
all,819,212,0,,,,
all,819,214,20,1565.95,0.0,26.0,5.0
all,819,215,12,473.4166666666667,0.0,7.0,53.0
all,819,216,4,870.5,0.0,14.0,30.0
all,819,217,13,1393.1538461538462,0.0,23.0,13.0
all,819,219,12,1789.0833333333333,0.0,29.0,49.0
all,819,220,46,1502.0652173913043,0.0,25.0,2.0
all,819,221,36,1672.361111111111,0.0,27.0,52.0
all,819,222,36,1054.9166666666667,0.0,17.0,34.0
all,819,223,18,1702.7222222222222,0.0,28.0,22.0
all,819,298,10,992.7,0.0,16.0,32.0
all,819,301,18,979.9444444444445,0.0,16.0,19.0
all,819,367,17,1248.4705882352941,0.0,20.0,48.0
all,819,368,5,2226.2,0.0,37.0,6.0
all,819,638,17,1550.0588235294117,0.0,25.0,50.0
all,819,639,19,1350.5263157894738,0.0,22.0,30.0
all,819,640,4,903.0,0.0,15.0,3.0
all,819,641,17,1173.764705882353,0.0,19.0,33.0
all,819,642,5,882.4,0.0,14.0,42.0
all,819,644,7,1700.5714285714287,0.0,28.0,20.0
all,819,645,80,964.975,0.0,16.0,4.0
all,819,646,25,1380.24,0.0,23.0,0.0
all,819,647,8,1467.125,0.0,24.0,27.0
all,819,788,71,2240.1830985915494,0.0,37.0,20.0
all,819,789,39,1225.3846153846155,0.0,20.0,25.0
all,819,790,50,1144.18,0.0,19.0,4.0
all,819,791,14,1058.0,0.0,17.0,38.0
all,819,792,257,510.8715953307393,0.0,8.0,30.0
all,819,793,6,765.6666666666666,0.0,12.0,45.0
all,819,794,22,3171.1363636363635,0.0,52.0,51.0
all,819,795,81,755.1851851851852,0.0,12.0,35.0
all,819,796,151,758.8741721854304,0.0,12.0,38.0
all,819,797,43,1067.0697674418604,0.0,17.0,47.0
all,819,798,50,1350.28,0.0,22.0,30.0
all,819,799,2,983.0,0.0,16.0,23.0
all,819,800,0,,,,
all,819,801,13,914.0769230769231,0.0,15.0,14.0
all,819,802,3,1167.0,0.0,19.0,27.0
all,819,803,122,982.3524590163935,0.0,16.0,22.0
all,819,804,24,1067.9166666666667,0.0,17.0,47.0
all,819,806,109,754.8256880733945,0.0,12.0,34.0
all,819,807,1,1430.0,0.0,23.0,50.0
all,819,808,7,678.8571428571429,0.0,11.0,18.0
all,819,809,38,1668.4473684210527,0.0,27.0,48.0
all,819,810,13,1179.923076923077,0.0,19.0,39.0
all,819,811,23,1273.7826086956522,0.0,21.0,13.0
all,819,812,73,389.75342465753425,0.0,6.0,29.0
all,819,814,41,789.8536585365854,0.0,13.0,9.0
all,819,815,5,1420.0,0.0,23.0,40.0
all,819,816,14,1151.357142857143,0.0,19.0,11.0
all,819,817,58,972.5344827586207,0.0,16.0,12.0
all,819,818,16,1319.6875,0.0,21.0,59.0
all,819,819,125,1273.448,0.0,21.0,13.0
all,819,908,3,917.3333333333334,0.0,15.0,17.0
all,819,1043,63,789.5714285714286,0.0,13.0,9.0
all,819,1044,145,1187.6896551724137,0.0,19.0,47.0
all,819,1045,26,1009.5,0.0,16.0,49.0
all,819,1046,68,1146.6323529411766,0.0,19.0,6.0
all,819,1047,1,299.0,0.0,4.0,59.0
all,819,1048,56,1174.9285714285713,0.0,19.0,34.0
all,819,1049,43,1096.6744186046512,0.0,18.0,16.0
all,819,1816,21,1469.142857142857,0.0,24.0,29.0
all,819,1887,13,970.6153846153846,0.0,16.0,10.0
all,819,1888,7,1213.5714285714287,0.0,20.0,13.0
all,819,1889,17,2050.823529411765,0.0,34.0,10.0
all,819,1890,2,2120.0,0.0,35.0,20.0
all,819,1891,2,812.0,0.0,13.0,32.0
all,819,1892,50,852.54,0.0,14.0,12.0
all,819,1893,45,1150.0444444444445,0.0,19.0,10.0
all,819,1894,26,589.6538461538462,0.0,9.0,49.0
all,819,1895,16,1206.75,0.0,20.0,6.0
all,819,1896,0,,,,
all,819,1897,22,254.5909090909091,0.0,4.0,14.0
all,819,1898,23,886.9130434782609,0.0,14.0,46.0
all,819,1899,2,1474.0,0.0,24.0,34.0
all,819,1900,2,684.5,0.0,11.0,24.0
all,908,2,36,386.8888888888889,0.0,6.0,26.0
all,908,3,23,934.7826086956521,0.0,15.0,34.0
all,908,5,65,656.6,0.0,10.0,56.0
all,908,7,26,322.34615384615387,0.0,5.0,22.0
all,908,8,87,379.85057471264366,0.0,6.0,19.0
all,908,22,31,610.4193548387096,0.0,10.0,10.0
all,908,24,17,464.47058823529414,0.0,7.0,44.0
all,908,33,3,279.3333333333333,0.0,4.0,39.0
all,908,34,9,154.33333333333334,0.0,2.0,34.0
all,908,36,81,360.6296296296296,0.0,6.0,0.0
all,908,49,35,505.0571428571429,0.0,8.0,25.0
all,908,58,25,661.0,0.0,11.0,1.0
all,908,69,109,217.4862385321101,0.0,3.0,37.0
all,908,70,18,159.72222222222223,0.0,2.0,39.0
all,908,75,6,1115.0,0.0,18.0,35.0
all,908,82,47,542.531914893617,0.0,9.0,2.0
all,908,83,12,997.5833333333334,0.0,16.0,37.0
all,908,87,13,1168.923076923077,0.0,19.0,28.0
all,908,98,13,614.0,0.0,10.0,14.0
all,908,116,9,705.1111111111111,0.0,11.0,45.0
all,908,117,24,1129.0833333333333,0.0,18.0,49.0
all,908,131,59,447.2881355932203,0.0,7.0,27.0
all,908,132,22,676.0909090909091,0.0,11.0,16.0
all,908,138,2,741.0,0.0,12.0,21.0
all,908,140,3,947.0,0.0,15.0,47.0
all,908,150,49,319.6326530612245,0.0,5.0,19.0
all,908,151,20,399.25,0.0,6.0,39.0
all,908,156,66,276.77272727272725,0.0,4.0,36.0
all,908,157,23,744.3913043478261,0.0,12.0,24.0
all,908,212,0,,,,
all,908,214,172,493.9186046511628,0.0,8.0,13.0
all,908,215,4,764.0,0.0,12.0,44.0
all,908,216,18,338.0,0.0,5.0,38.0
all,908,217,28,657.9285714285714,0.0,10.0,57.0
all,908,219,7,1388.0,0.0,23.0,8.0
all,908,220,79,723.9746835443038,0.0,12.0,3.0
all,908,221,21,1297.0,0.0,21.0,37.0
all,908,222,15,1127.6666666666667,0.0,18.0,47.0
all,908,223,37,746.4864864864865,0.0,12.0,26.0
all,908,298,10,491.5,0.0,8.0,11.0
all,908,301,25,295.04,0.0,4.0,55.0
all,908,367,100,570.41,0.0,9.0,30.0
all,908,368,12,1088.75,0.0,18.0,8.0
all,908,638,31,656.258064516129,0.0,10.0,56.0
all,908,639,33,690.5151515151515,0.0,11.0,30.0
all,908,640,8,543.875,0.0,9.0,3.0
all,908,641,15,351.8666666666667,0.0,5.0,51.0
all,908,642,5,233.2,0.0,3.0,53.0
all,908,644,17,890.9411764705883,0.0,14.0,50.0
all,908,645,62,438.258064516129,0.0,7.0,18.0
all,908,646,61,721.8524590163935,0.0,12.0,1.0
all,908,647,39,754.1794871794872,0.0,12.0,34.0
all,908,788,65,526.3384615384615,0.0,8.0,46.0
all,908,789,38,684.8684210526316,0.0,11.0,24.0
all,908,790,12,414.8333333333333,0.0,6.0,54.0
all,908,791,15,533.2,0.0,8.0,53.0
all,908,792,76,546.0526315789474,0.0,9.0,6.0
all,908,793,14,776.1428571428571,0.0,12.0,56.0
all,908,794,39,1057.3333333333333,0.0,17.0,37.0
all,908,795,72,385.77777777777777,0.0,6.0,25.0
all,908,796,93,753.2903225806451,0.0,12.0,33.0
all,908,797,143,583.6783216783217,0.0,9.0,43.0
all,908,798,90,1367.9,0.0,22.0,47.0
all,908,799,7,444.2857142857143,0.0,7.0,24.0
all,908,800,0,,,,
all,908,801,7,526.0,0.0,8.0,46.0
all,908,802,4,229.25,0.0,3.0,49.0
all,908,803,80,410.625,0.0,6.0,50.0
all,908,804,40,457.475,0.0,7.0,37.0
all,908,806,89,509.7752808988764,0.0,8.0,29.0
all,908,807,0,,,,
all,908,808,5,799.0,0.0,13.0,19.0
all,908,809,81,470.58024691358025,0.0,7.0,50.0
all,908,810,8,451.0,0.0,7.0,31.0
all,908,811,61,503.344262295082,0.0,8.0,23.0
all,908,812,28,626.6785714285714,0.0,10.0,26.0
all,908,814,61,488.78688524590166,0.0,8.0,8.0
all,908,815,30,1007.1666666666666,0.0,16.0,47.0
all,908,816,69,265.71014492753625,0.0,4.0,25.0
all,908,817,63,268.6825396825397,0.0,4.0,28.0
all,908,818,104,278.5480769230769,0.0,4.0,38.0
all,908,819,12,960.75,0.0,16.0,0.0
all,908,908,95,439.93684210526317,0.0,7.0,19.0
all,908,1043,92,653.6630434782609,0.0,10.0,53.0
all,908,1044,246,495.8130081300813,0.0,8.0,15.0
all,908,1045,55,589.290909090909,0.0,9.0,49.0
all,908,1046,57,494.719298245614,0.0,8.0,14.0
all,908,1047,0,,,,
all,908,1048,183,436.24590163934425,0.0,7.0,16.0
all,908,1049,129,238.65116279069767,0.0,3.0,58.0
all,908,1816,70,660.0571428571428,0.0,11.0,0.0
all,908,1887,9,410.0,0.0,6.0,50.0
all,908,1888,26,500.7692307692308,0.0,8.0,20.0
all,908,1889,14,786.2857142857143,0.0,13.0,6.0
all,908,1890,6,1752.5,0.0,29.0,12.0
all,908,1891,5,637.6,0.0,10.0,37.0
all,908,1892,26,720.1153846153846,0.0,12.0,0.0
all,908,1893,99,325.5959595959596,0.0,5.0,25.0
all,908,1894,6,963.8333333333334,0.0,16.0,3.0
all,908,1895,30,384.53333333333336,0.0,6.0,24.0
all,908,1896,6,961.1666666666666,0.0,16.0,1.0
all,908,1897,13,784.7692307692307,0.0,13.0,4.0
all,908,1898,5,946.4,0.0,15.0,46.0
all,908,1899,3,869.3333333333334,0.0,14.0,29.0
all,908,1900,5,855.2,0.0,14.0,15.0
all,1043,2,119,881.6218487394958,0.0,14.0,41.0
all,1043,3,75,926.6933333333334,0.0,15.0,26.0
all,1043,5,343,667.4402332361516,0.0,11.0,7.0
all,1043,7,219,663.365296803653,0.0,11.0,3.0
all,1043,8,35,886.6857142857143,0.0,14.0,46.0
all,1043,22,9,1380.4444444444443,0.0,23.0,0.0
all,1043,24,128,467.2734375,0.0,7.0,47.0
all,1043,33,5,678.4,0.0,11.0,18.0
all,1043,34,316,563.8417721518987,0.0,9.0,23.0
all,1043,36,71,1133.056338028169,0.0,18.0,53.0
all,1043,49,126,869.6587301587301,0.0,14.0,29.0
all,1043,58,48,466.4375,0.0,7.0,46.0
all,1043,69,380,593.0815789473684,0.0,9.0,53.0
all,1043,70,26,810.6923076923077,0.0,13.0,30.0
all,1043,75,65,1272.1076923076923,0.0,21.0,12.0
all,1043,82,37,1025.054054054054,0.0,17.0,5.0
all,1043,83,47,1310.0425531914893,0.0,21.0,50.0
all,1043,87,10,1448.7,0.0,24.0,8.0
all,1043,98,9,1049.5555555555557,0.0,17.0,29.0
all,1043,116,34,293.8529411764706,0.0,4.0,53.0
all,1043,117,197,995.274111675127,0.0,16.0,35.0
all,1043,131,122,706.5,0.0,11.0,46.0
all,1043,132,143,650.4895104895105,0.0,10.0,50.0
all,1043,138,28,902.6428571428571,0.0,15.0,2.0
all,1043,140,8,1315.75,0.0,21.0,55.0
all,1043,150,55,802.2363636363636,0.0,13.0,22.0
all,1043,151,22,1089.6363636363637,0.0,18.0,9.0
all,1043,156,190,570.4105263157895,0.0,9.0,30.0
all,1043,157,923,668.9718309859155,0.0,11.0,8.0
all,1043,212,0,,,,
all,1043,214,57,1016.5087719298245,0.0,16.0,56.0
all,1043,215,18,447.3888888888889,0.0,7.0,27.0
all,1043,216,78,515.9358974358975,0.0,8.0,35.0
all,1043,217,6,2078.1666666666665,0.0,34.0,38.0
all,1043,219,20,3372.75,0.0,56.0,12.0
all,1043,220,100,1306.94,0.0,21.0,46.0
all,1043,221,84,1640.845238095238,0.0,27.0,20.0
all,1043,222,134,796.9477611940298,0.0,13.0,16.0
all,1043,223,15,1422.0,0.0,23.0,42.0
all,1043,298,45,810.4,0.0,13.0,30.0
all,1043,301,130,594.9153846153846,0.0,9.0,54.0
all,1043,367,91,962.934065934066,0.0,16.0,2.0
all,1043,368,3,1597.0,0.0,26.0,37.0
all,1043,638,29,1448.1724137931035,0.0,24.0,8.0
all,1043,639,11,1148.4545454545455,0.0,19.0,8.0
all,1043,640,24,806.9166666666666,0.0,13.0,26.0
all,1043,641,37,904.1081081081081,0.0,15.0,4.0
all,1043,642,36,624.9166666666666,0.0,10.0,24.0
all,1043,644,16,1276.875,0.0,21.0,16.0
all,1043,645,460,548.5152173913043,0.0,9.0,8.0
all,1043,646,29,1472.655172413793,0.0,24.0,32.0
all,1043,647,18,1225.1666666666667,0.0,20.0,25.0
all,1043,788,241,683.103734439834,0.0,11.0,23.0
all,1043,789,187,946.4545454545455,0.0,15.0,46.0
all,1043,790,215,809.0558139534884,0.0,13.0,29.0
all,1043,791,40,744.7,0.0,12.0,24.0
all,1043,792,481,442.35966735966736,0.0,7.0,22.0
all,1043,793,43,408.5813953488372,0.0,6.0,48.0
all,1043,794,82,1054.9634146341464,0.0,17.0,34.0
all,1043,795,458,421.1965065502183,0.0,7.0,1.0
all,1043,796,327,695.6299694189603,0.0,11.0,35.0
all,1043,797,217,561.3917050691244,0.0,9.0,21.0
all,1043,798,102,1097.5882352941176,0.0,18.0,17.0
all,1043,799,7,928.4285714285714,0.0,15.0,28.0
all,1043,800,0,,,,
all,1043,801,82,618.609756097561,0.0,10.0,18.0
all,1043,802,20,906.95,0.0,15.0,6.0
all,1043,803,1676,434.6903341288783,0.0,7.0,14.0
all,1043,804,26,766.3076923076923,0.0,12.0,46.0
all,1043,806,472,446.4300847457627,0.0,7.0,26.0
all,1043,807,2,1640.5,0.0,27.0,20.0
all,1043,808,36,575.5277777777778,0.0,9.0,35.0
all,1043,809,175,953.2514285714286,0.0,15.0,53.0
all,1043,810,387,876.8914728682171,0.0,14.0,36.0
all,1043,811,43,1051.6046511627908,0.0,17.0,31.0
all,1043,812,89,568.8202247191011,0.0,9.0,28.0
all,1043,814,694,411.29250720461096,0.0,6.0,51.0
all,1043,815,20,1316.65,0.0,21.0,56.0
all,1043,816,11,754.0909090909091,0.0,12.0,34.0
all,1043,817,382,669.7643979057592,0.0,11.0,9.0
all,1043,818,71,866.4647887323944,0.0,14.0,26.0
all,1043,819,50,694.7,0.0,11.0,34.0
all,1043,908,99,685.010101010101,0.0,11.0,25.0
all,1043,1043,488,850.391393442623,0.0,14.0,10.0
all,1043,1044,811,878.3501849568433,0.0,14.0,38.0
all,1043,1045,206,629.9902912621359,0.0,10.0,29.0
all,1043,1046,231,812.5844155844156,0.0,13.0,32.0
all,1043,1047,0,,,,
all,1043,1048,91,1038.098901098901,0.0,17.0,18.0
all,1043,1049,208,816.2067307692307,0.0,13.0,36.0
all,1043,1816,46,1197.8478260869565,0.0,19.0,57.0
all,1043,1887,68,742.0882352941177,0.0,12.0,22.0
all,1043,1888,10,729.8,0.0,12.0,9.0
all,1043,1889,34,608.6176470588235,0.0,10.0,8.0
all,1043,1890,12,1207.0833333333333,0.0,20.0,7.0
all,1043,1891,8,835.75,0.0,13.0,55.0
all,1043,1892,207,537.1256038647343,0.0,8.0,57.0
all,1043,1893,75,918.28,0.0,15.0,18.0
all,1043,1894,28,771.6071428571429,0.0,12.0,51.0
all,1043,1895,26,1023.8461538461538,0.0,17.0,3.0
all,1043,1896,3,1488.0,0.0,24.0,48.0
all,1043,1897,90,659.9111111111112,0.0,10.0,59.0
all,1043,1898,8,800.875,0.0,13.0,20.0
all,1043,1899,4,1419.0,0.0,23.0,39.0
all,1043,1900,84,290.1547619047619,0.0,4.0,50.0
all,1044,2,123,685.1056910569106,0.0,11.0,25.0
all,1044,3,586,1147.6604095563139,0.0,19.0,7.0
all,1044,5,1205,700.2838174273859,0.0,11.0,40.0
all,1044,7,247,443.7773279352227,0.0,7.0,23.0
all,1044,8,268,507.84328358208955,0.0,8.0,27.0
all,1044,22,189,694.1798941798942,0.0,11.0,34.0
all,1044,24,274,706.1678832116788,0.0,11.0,46.0
all,1044,33,15,314.73333333333335,0.0,5.0,14.0
all,1044,34,299,426.685618729097,0.0,7.0,6.0
all,1044,36,290,430.99655172413793,0.0,7.0,10.0
all,1044,49,970,329.65257731958764,0.0,5.0,29.0
all,1044,58,180,1085.2833333333333,0.0,18.0,5.0
all,1044,69,2094,306.65759312320915,0.0,5.0,6.0
all,1044,70,157,388.9108280254777,0.0,6.0,28.0
all,1044,75,114,1388.5350877192982,0.0,23.0,8.0
all,1044,82,400,387.845,0.0,6.0,27.0
all,1044,83,290,833.2413793103449,0.0,13.0,53.0
all,1044,87,182,1041.3956043956043,0.0,17.0,21.0
all,1044,98,170,396.94117647058823,0.0,6.0,36.0
all,1044,116,75,912.6,0.0,15.0,12.0
