subset,,1,num_trips,avg_duration,hours,minutes,seconds
weekdays,131,215,10,858.6,0.0,14.0,18.0
weekdays,131,817,92,470.7608695652174,0.0,7.0,50.0
weekdays,131,814,131,545.0610687022901,0.0,9.0,5.0
weekdays,131,1048,95,346.09473684210525,0.0,5.0,46.0
weekdays,131,58,11,959.2727272727273,0.0,15.0,59.0
weekdays,131,638,59,647.3220338983051,0.0,10.0,47.0
weekdays,131,1043,106,716.0094339622641,0.0,11.0,56.0
weekdays,131,819,38,984.0526315789474,0.0,16.0,24.0
weekdays,131,1045,56,477.35714285714283,0.0,7.0,57.0
weekdays,131,367,139,653.6906474820144,0.0,10.0,53.0
weekdays,131,7,29,888.4827586206897,0.0,14.0,48.0
weekdays,131,8,196,394.0408163265306,0.0,6.0,34.0
weekdays,131,794,18,735.3888888888889,0.0,12.0,15.0
weekdays,131,75,16,1335.4375,0.0,22.0,15.0
weekdays,131,815,20,818.85,0.0,13.0,38.0
weekdays,131,151,44,368.8181818181818,0.0,6.0,8.0
weekdays,131,1046,170,385.8764705882353,0.0,6.0,25.0
weekdays,131,156,45,433.1111111111111,0.0,7.0,13.0
weekdays,131,3,29,1272.5172413793102,0.0,21.0,12.0
weekdays,131,49,154,253.84415584415584,0.0,4.0,13.0
weekdays,131,83,53,856.2452830188679,0.0,14.0,16.0
weekdays,131,641,7,308.42857142857144,0.0,5.0,8.0
weekdays,131,789,158,389.5189873417722,0.0,6.0,29.0
weekdays,131,644,68,626.9558823529412,0.0,10.0,26.0
weekdays,131,87,28,1646.4285714285713,0.0,27.0,26.0
weekdays,131,220,128,428.375,0.0,7.0,8.0
weekdays,131,809,147,300.4353741496599,0.0,5.0,0.0
weekdays,131,150,88,282.1818181818182,0.0,4.0,42.0
weekdays,131,803,187,515.6417112299465,0.0,8.0,35.0
weekdays,131,98,18,514.5,0.0,8.0,34.0
weekdays,131,795,114,381.46491228070175,0.0,6.0,21.0
weekdays,131,790,25,469.44,0.0,7.0,49.0
weekdays,131,640,10,389.8,0.0,6.0,29.0
weekdays,131,217,20,523.95,0.0,8.0,43.0
weekdays,131,214,165,304.6727272727273,0.0,5.0,4.0
weekdays,131,797,307,717.7263843648209,0.0,11.0,57.0
weekdays,131,221,47,897.5531914893617,0.0,14.0,57.0
weekdays,131,219,23,1025.0869565217392,0.0,17.0,5.0
weekdays,131,140,1,191.0,0.0,3.0,11.0
weekdays,131,799,40,430.975,0.0,7.0,10.0
weekdays,131,132,110,301.90909090909093,0.0,5.0,1.0
weekdays,131,116,4,1163.0,0.0,19.0,23.0
weekdays,131,1044,163,309.2638036809816,0.0,5.0,9.0
weekdays,131,117,21,748.0952380952381,0.0,12.0,28.0
weekdays,131,222,42,641.8571428571429,0.0,10.0,41.0
weekdays,131,788,31,614.0322580645161,0.0,10.0,14.0
weekdays,131,806,82,603.6463414634146,0.0,10.0,3.0
weekdays,131,24,9,606.6666666666666,0.0,10.0,6.0
weekdays,131,792,106,625.6698113207547,0.0,10.0,25.0
weekdays,131,793,4,1668.25,0.0,27.0,48.0
weekdays,131,812,38,697.7105263157895,0.0,11.0,37.0
weekdays,131,1047,0,,,,
weekdays,131,5,92,594.7826086956521,0.0,9.0,54.0
weekdays,131,157,112,330.9732142857143,0.0,5.0,30.0
weekdays,131,810,18,502.8333333333333,0.0,8.0,22.0
weekdays,131,34,10,479.4,0.0,7.0,59.0
weekdays,131,908,51,431.0980392156863,0.0,7.0,11.0
weekdays,131,816,88,292.92045454545456,0.0,4.0,52.0
weekdays,131,69,321,242.85981308411215,0.0,4.0,2.0
weekdays,131,301,171,233.046783625731,0.0,3.0,53.0
weekdays,131,642,20,650.8,0.0,10.0,50.0
weekdays,131,131,284,666.112676056338,0.0,11.0,6.0
weekdays,131,33,10,182.2,0.0,3.0,2.0
weekdays,131,791,20,431.7,0.0,7.0,11.0
weekdays,131,298,161,314.0,0.0,5.0,14.0
weekdays,131,800,0,,,,
weekdays,131,804,59,230.08474576271186,0.0,3.0,50.0
weekdays,131,818,40,507.975,0.0,8.0,27.0
weekdays,131,1049,41,326.5853658536585,0.0,5.0,26.0
weekdays,131,646,146,490.3424657534247,0.0,8.0,10.0
weekdays,131,639,91,587.021978021978,0.0,9.0,47.0
weekdays,131,212,0,,,,
weekdays,131,223,47,716.6595744680851,0.0,11.0,56.0
weekdays,131,368,13,1005.4615384615385,0.0,16.0,45.0
weekdays,131,807,7,1131.5714285714287,0.0,18.0,51.0
weekdays,131,22,47,695.6382978723404,0.0,11.0,35.0
weekdays,131,1816,154,522.8441558441558,0.0,8.0,42.0
weekdays,131,82,151,424.3907284768212,0.0,7.0,4.0
weekdays,131,811,133,364.8646616541353,0.0,6.0,4.0
weekdays,131,798,112,451.5,0.0,7.0,31.0
weekdays,131,2,54,383.5925925925926,0.0,6.0,23.0
weekdays,131,645,79,435.24050632911394,0.0,7.0,15.0
weekdays,131,802,12,313.5,0.0,5.0,13.0
weekdays,131,647,57,432.82456140350877,0.0,7.0,12.0
weekdays,131,216,40,252.85,0.0,4.0,12.0
weekdays,131,796,195,584.974358974359,0.0,9.0,44.0
weekdays,131,801,15,428.8,0.0,7.0,8.0
weekdays,131,1892,39,678.8717948717949,0.0,11.0,18.0
weekdays,131,36,69,526.1739130434783,0.0,8.0,46.0
weekdays,131,1889,15,724.0,0.0,12.0,4.0
weekdays,131,1888,17,782.8235294117648,0.0,13.0,2.0
weekdays,131,1891,4,552.5,0.0,9.0,12.0
weekdays,131,70,52,295.1923076923077,0.0,4.0,55.0
weekdays,131,1890,17,876.1764705882352,0.0,14.0,36.0
weekdays,131,138,4,515.75,0.0,8.0,35.0
weekdays,131,1887,26,497.4230769230769,0.0,8.0,17.0
weekdays,131,1893,53,382.39622641509436,0.0,6.0,22.0
weekdays,131,1894,5,954.4,0.0,15.0,54.0
weekdays,131,1895,26,460.7692307692308,0.0,7.0,40.0
weekdays,131,1899,12,886.0833333333334,0.0,14.0,46.0
weekdays,131,1896,3,6992.666666666667,1.0,56.0,32.0
weekdays,131,808,11,541.2727272727273,0.0,9.0,1.0
weekdays,131,1898,5,992.8,0.0,16.0,32.0
weekdays,131,1897,63,918.4920634920635,0.0,15.0,18.0
weekdays,131,1900,8,530.75,0.0,8.0,50.0
weekdays,33,215,1,756.0,0.0,12.0,36.0
weekdays,33,817,5,234.4,0.0,3.0,54.0
weekdays,33,814,7,505.85714285714283,0.0,8.0,25.0
weekdays,33,1048,2,182.5,0.0,3.0,2.0
weekdays,33,58,1,587.0,0.0,9.0,47.0
weekdays,33,638,7,521.8571428571429,0.0,8.0,41.0
weekdays,33,1043,5,678.4,0.0,11.0,18.0
weekdays,33,819,7,1082.5714285714287,0.0,18.0,2.0
weekdays,33,1045,12,946.0833333333334,0.0,15.0,46.0
weekdays,33,367,7,433.2857142857143,0.0,7.0,13.0
weekdays,33,7,6,490.6666666666667,0.0,8.0,10.0
weekdays,33,8,14,350.64285714285717,0.0,5.0,50.0
weekdays,33,794,15,782.3333333333334,0.0,13.0,2.0
weekdays,33,75,9,1367.6666666666667,0.0,22.0,47.0
weekdays,33,815,2,877.5,0.0,14.0,37.0
weekdays,33,151,10,238.0,0.0,3.0,58.0
weekdays,33,1046,13,464.84615384615387,0.0,7.0,44.0
weekdays,33,156,5,489.2,0.0,8.0,9.0
weekdays,33,3,5,1039.6,0.0,17.0,19.0
weekdays,33,49,11,675.0909090909091,0.0,11.0,15.0
weekdays,33,83,4,921.25,0.0,15.0,21.0
weekdays,33,641,2,299.5,0.0,4.0,59.0
weekdays,33,789,5,248.6,0.0,4.0,8.0
weekdays,33,644,1,499.0,0.0,8.0,19.0
weekdays,33,87,4,1382.75,0.0,23.0,2.0
weekdays,33,220,5,346.6,0.0,5.0,46.0
weekdays,33,809,3,292.3333333333333,0.0,4.0,52.0
weekdays,33,150,9,306.55555555555554,0.0,5.0,6.0
weekdays,33,803,23,320.2173913043478,0.0,5.0,20.0
weekdays,33,98,3,597.6666666666666,0.0,9.0,57.0
weekdays,33,795,5,342.6,0.0,5.0,42.0
weekdays,33,790,2,1317.0,0.0,21.0,57.0
weekdays,33,640,4,436.0,0.0,7.0,16.0
weekdays,33,217,5,634.2,0.0,10.0,34.0
weekdays,33,214,16,338.125,0.0,5.0,38.0
weekdays,33,797,16,979.875,0.0,16.0,19.0
weekdays,33,221,3,931.3333333333334,0.0,15.0,31.0
weekdays,33,219,3,1050.3333333333333,0.0,17.0,30.0
weekdays,33,140,1,267.0,0.0,4.0,27.0
weekdays,33,799,2,316.5,0.0,5.0,16.0
weekdays,33,132,4,280.75,0.0,4.0,40.0
weekdays,33,116,1,902.0,0.0,15.0,2.0
weekdays,33,1044,13,292.61538461538464,0.0,4.0,52.0
weekdays,33,117,16,566.5625,0.0,9.0,26.0
weekdays,33,222,17,540.2941176470588,0.0,9.0,0.0
weekdays,33,788,21,619.7619047619048,0.0,10.0,19.0
weekdays,33,806,4,470.25,0.0,7.0,50.0
weekdays,33,24,2,589.0,0.0,9.0,49.0
weekdays,33,792,8,497.625,0.0,8.0,17.0
weekdays,33,793,2,1231.5,0.0,20.0,31.0
weekdays,33,812,3,579.0,0.0,9.0,39.0
weekdays,33,1047,0,,,,
weekdays,33,5,10,607.4,0.0,10.0,7.0
weekdays,33,157,3,368.0,0.0,6.0,8.0
weekdays,33,810,0,,,,
weekdays,33,34,0,,,,
weekdays,33,908,3,279.3333333333333,0.0,4.0,39.0
weekdays,33,816,9,470.55555555555554,0.0,7.0,50.0
weekdays,33,69,16,269.6875,0.0,4.0,29.0
weekdays,33,301,3,179.66666666666666,0.0,2.0,59.0
weekdays,33,642,3,128.33333333333334,0.0,2.0,8.0
weekdays,33,131,2,108.0,0.0,1.0,48.0
weekdays,33,33,6,93.83333333333333,0.0,1.0,33.0
weekdays,33,791,0,,,,
weekdays,33,298,12,443.25,0.0,7.0,23.0
weekdays,33,800,0,,,,
weekdays,33,804,4,219.5,0.0,3.0,39.0
weekdays,33,818,2,188.0,0.0,3.0,8.0
weekdays,33,1049,2,149.0,0.0,2.0,29.0
weekdays,33,646,9,644.1111111111111,0.0,10.0,44.0
weekdays,33,639,14,462.35714285714283,0.0,7.0,42.0
weekdays,33,212,0,,,,
weekdays,33,223,7,785.0,0.0,13.0,5.0
weekdays,33,368,1,1357.0,0.0,22.0,37.0
weekdays,33,807,1,1169.0,0.0,19.0,29.0
weekdays,33,22,4,767.0,0.0,12.0,47.0
weekdays,33,1816,22,522.8181818181819,0.0,8.0,42.0
weekdays,33,82,9,466.55555555555554,0.0,7.0,46.0
weekdays,33,811,5,529.6,0.0,8.0,49.0
weekdays,33,798,5,317.2,0.0,5.0,17.0
weekdays,33,2,2,895.5,0.0,14.0,55.0
weekdays,33,645,25,286.96,0.0,4.0,46.0
weekdays,33,802,0,,,,
weekdays,33,647,7,563.0,0.0,9.0,23.0
weekdays,33,216,2,223.0,0.0,3.0,43.0
weekdays,33,796,21,516.7619047619048,0.0,8.0,36.0
weekdays,33,801,15,149.4,0.0,2.0,29.0
weekdays,33,1892,17,201.88235294117646,0.0,3.0,21.0
weekdays,33,36,5,483.2,0.0,8.0,3.0
weekdays,33,1889,1,1185.0,0.0,19.0,45.0
weekdays,33,1888,1,1323.0,0.0,22.0,3.0
weekdays,33,1891,7,123.14285714285714,0.0,2.0,3.0
weekdays,33,70,6,352.8333333333333,0.0,5.0,52.0
weekdays,33,1890,3,1786.3333333333333,0.0,29.0,46.0
weekdays,33,138,0,,,,
weekdays,33,1887,4,344.5,0.0,5.0,44.0
weekdays,33,1893,4,219.25,0.0,3.0,39.0
weekdays,33,1894,0,,,,
weekdays,33,1895,5,344.6,0.0,5.0,44.0
weekdays,33,1899,1,1075.0,0.0,17.0,55.0
weekdays,33,1896,0,,,,
weekdays,33,808,7,488.57142857142856,0.0,8.0,8.0
weekdays,33,1898,0,,,,
weekdays,33,1897,6,802.6666666666666,0.0,13.0,22.0
weekdays,33,1900,0,,,,
weekdays,791,215,3,832.6666666666666,0.0,13.0,52.0
weekdays,791,817,43,446.4418604651163,0.0,7.0,26.0
weekdays,791,814,41,543.4634146341464,0.0,9.0,3.0
weekdays,791,1048,80,438.7625,0.0,7.0,18.0
weekdays,791,58,6,1059.3333333333333,0.0,17.0,39.0
weekdays,791,638,11,454.45454545454544,0.0,7.0,34.0
weekdays,791,1043,33,746.6363636363636,0.0,12.0,26.0
weekdays,791,819,9,895.5555555555555,0.0,14.0,55.0
weekdays,791,1045,41,348.6585365853659,0.0,5.0,48.0
weekdays,791,367,25,382.56,0.0,6.0,22.0
weekdays,791,7,69,289.4347826086956,0.0,4.0,49.0
weekdays,791,8,64,550.46875,0.0,9.0,10.0
weekdays,791,794,39,627.1025641025641,0.0,10.0,27.0
weekdays,791,75,24,1249.4583333333333,0.0,20.0,49.0
weekdays,791,815,27,989.8148148148148,0.0,16.0,29.0
weekdays,791,151,24,278.9166666666667,0.0,4.0,38.0
weekdays,791,1046,58,496.44827586206895,0.0,8.0,16.0
weekdays,791,156,27,533.8148148148148,0.0,8.0,53.0
weekdays,791,3,11,1197.8181818181818,0.0,19.0,57.0
weekdays,791,49,43,457.04651162790697,0.0,7.0,37.0
weekdays,791,83,47,657.4893617021277,0.0,10.0,57.0
weekdays,791,641,9,395.44444444444446,0.0,6.0,35.0
weekdays,791,789,52,630.5961538461538,0.0,10.0,30.0
weekdays,791,644,15,635.0666666666667,0.0,10.0,35.0
weekdays,791,87,6,820.0,0.0,13.0,40.0
weekdays,791,220,60,537.0166666666667,0.0,8.0,57.0
weekdays,791,809,48,343.9583333333333,0.0,5.0,43.0
weekdays,791,150,28,434.85714285714283,0.0,7.0,14.0
weekdays,791,803,112,454.00892857142856,0.0,7.0,34.0
weekdays,791,98,9,979.6666666666666,0.0,16.0,19.0
weekdays,791,795,19,520.2631578947369,0.0,8.0,40.0
weekdays,791,790,14,515.7857142857143,0.0,8.0,35.0
weekdays,791,640,9,1431.111111111111,0.0,23.0,51.0
weekdays,791,217,13,440.7692307692308,0.0,7.0,20.0
weekdays,791,214,60,291.53333333333336,0.0,4.0,51.0
weekdays,791,797,50,1132.1,0.0,18.0,52.0
weekdays,791,221,9,2726.222222222222,0.0,45.0,26.0
weekdays,791,219,4,1062.25,0.0,17.0,42.0
weekdays,791,140,0,,,,
weekdays,791,799,24,382.1666666666667,0.0,6.0,22.0
weekdays,791,132,23,346.0,0.0,5.0,46.0
weekdays,791,116,2,1199.5,0.0,19.0,59.0
weekdays,791,1044,50,511.08,0.0,8.0,31.0
weekdays,791,117,45,572.8444444444444,0.0,9.0,32.0
weekdays,791,222,35,607.6571428571428,0.0,10.0,7.0
weekdays,791,788,35,789.6571428571428,0.0,13.0,9.0
weekdays,791,806,55,599.6,0.0,9.0,59.0
weekdays,791,24,10,608.1,0.0,10.0,8.0
weekdays,791,792,44,726.5,0.0,12.0,6.0
weekdays,791,793,4,1479.75,0.0,24.0,39.0
weekdays,791,812,18,677.0,0.0,11.0,17.0
weekdays,791,1047,1,1366.0,0.0,22.0,46.0
weekdays,791,5,35,787.9142857142857,0.0,13.0,7.0
weekdays,791,157,28,642.0,0.0,10.0,42.0
weekdays,791,810,9,719.1111111111111,0.0,11.0,59.0
weekdays,791,34,6,754.3333333333334,0.0,12.0,34.0
weekdays,791,908,13,420.7692307692308,0.0,7.0,0.0
weekdays,791,816,22,388.6818181818182,0.0,6.0,28.0
weekdays,791,69,88,293.34090909090907,0.0,4.0,53.0
weekdays,791,301,43,292.3720930232558,0.0,4.0,52.0
weekdays,791,642,18,555.7777777777778,0.0,9.0,15.0
weekdays,791,131,48,375.7708333333333,0.0,6.0,15.0
weekdays,791,33,0,,,,
weekdays,791,791,41,594.8536585365854,0.0,9.0,54.0
weekdays,791,298,107,190.3177570093458,0.0,3.0,10.0
weekdays,791,800,1,192.0,0.0,3.0,12.0
weekdays,791,804,10,206.2,0.0,3.0,26.0
weekdays,791,818,12,511.3333333333333,0.0,8.0,31.0
weekdays,791,1049,9,677.6666666666666,0.0,11.0,17.0
weekdays,791,646,68,563.0441176470588,0.0,9.0,23.0
weekdays,791,639,42,537.452380952381,0.0,8.0,57.0
weekdays,791,212,0,,,,
weekdays,791,223,19,754.2631578947369,0.0,12.0,34.0
weekdays,791,368,1,1657.0,0.0,27.0,37.0
weekdays,791,807,2,969.5,0.0,16.0,9.0
weekdays,791,22,18,721.0555555555555,0.0,12.0,1.0
weekdays,791,1816,91,682.8351648351648,0.0,11.0,22.0
weekdays,791,82,67,385.56716417910445,0.0,6.0,25.0
weekdays,791,811,27,595.4814814814815,0.0,9.0,55.0
weekdays,791,798,34,425.3529411764706,0.0,7.0,5.0
weekdays,791,2,10,603.0,0.0,10.0,3.0
weekdays,791,645,145,357.92413793103447,0.0,5.0,57.0
weekdays,791,802,6,401.1666666666667,0.0,6.0,41.0
weekdays,791,647,20,738.15,0.0,12.0,18.0
weekdays,791,216,25,339.52,0.0,5.0,39.0
weekdays,791,796,133,477.43609022556393,0.0,7.0,57.0
weekdays,791,801,64,419.0,0.0,6.0,59.0
weekdays,791,1892,98,237.33673469387756,0.0,3.0,57.0
weekdays,791,36,12,458.0,0.0,7.0,38.0
weekdays,791,1889,11,740.0,0.0,12.0,20.0
weekdays,791,1888,4,1266.75,0.0,21.0,6.0
weekdays,791,1891,3,588.3333333333334,0.0,9.0,48.0
weekdays,791,70,13,522.5384615384615,0.0,8.0,42.0
weekdays,791,1890,4,1810.75,0.0,30.0,10.0
weekdays,791,138,3,436.6666666666667,0.0,7.0,16.0
weekdays,791,1887,4,125.0,0.0,2.0,5.0
weekdays,791,1893,14,427.92857142857144,0.0,7.0,7.0
weekdays,791,1894,3,1329.6666666666667,0.0,22.0,9.0
weekdays,791,1895,8,460.0,0.0,7.0,40.0
weekdays,791,1899,0,,,,
weekdays,791,1896,0,,,,
weekdays,791,808,4,1210.25,0.0,20.0,10.0
weekdays,791,1898,5,911.6,0.0,15.0,11.0
weekdays,791,1897,6,851.5,0.0,14.0,11.0
weekdays,791,1900,2,779.5,0.0,12.0,59.0
weekdays,298,215,5,858.4,0.0,14.0,18.0
weekdays,298,817,60,469.75,0.0,7.0,49.0
weekdays,298,814,24,642.25,0.0,10.0,42.0
weekdays,298,1048,19,256.3157894736842,0.0,4.0,16.0
weekdays,298,58,3,1157.3333333333333,0.0,19.0,17.0
weekdays,298,638,9,395.8888888888889,0.0,6.0,35.0
weekdays,298,1043,44,811.9772727272727,0.0,13.0,31.0
weekdays,298,819,10,992.7,0.0,16.0,32.0
weekdays,298,1045,13,532.7692307692307,0.0,8.0,52.0
weekdays,298,367,31,543.0,0.0,9.0,3.0
weekdays,298,7,193,237.98445595854923,0.0,3.0,57.0
weekdays,298,8,29,310.51724137931035,0.0,5.0,10.0
weekdays,298,794,8,527.75,0.0,8.0,47.0
weekdays,298,75,14,1030.2142857142858,0.0,17.0,10.0
weekdays,298,815,8,1993.625,0.0,33.0,13.0
weekdays,298,151,3,210.33333333333334,0.0,3.0,30.0
weekdays,298,1046,28,455.35714285714283,0.0,7.0,35.0
weekdays,298,156,7,1071.857142857143,0.0,17.0,51.0
weekdays,298,3,6,1224.3333333333333,0.0,20.0,24.0
weekdays,298,49,28,399.35714285714283,0.0,6.0,39.0
weekdays,298,83,41,558.8536585365854,0.0,9.0,18.0
weekdays,298,641,4,726.25,0.0,12.0,6.0
weekdays,298,789,20,578.2,0.0,9.0,38.0
weekdays,298,644,0,,,,
weekdays,298,87,3,899.6666666666666,0.0,14.0,59.0
weekdays,298,220,36,465.44444444444446,0.0,7.0,45.0
weekdays,298,809,77,378.1948051948052,0.0,6.0,18.0
weekdays,298,150,9,391.44444444444446,0.0,6.0,31.0
weekdays,298,803,55,499.27272727272725,0.0,8.0,19.0
weekdays,298,98,0,,,,
weekdays,298,795,18,440.6666666666667,0.0,7.0,20.0
weekdays,298,790,10,626.2,0.0,10.0,26.0
weekdays,298,640,18,355.55555555555554,0.0,5.0,55.0
weekdays,298,217,7,848.7142857142857,0.0,14.0,8.0
weekdays,298,214,9,223.33333333333334,0.0,3.0,43.0
weekdays,298,797,27,1102.7777777777778,0.0,18.0,22.0
weekdays,298,221,18,1292.6666666666667,0.0,21.0,32.0
weekdays,298,219,8,985.0,0.0,16.0,25.0
weekdays,298,140,0,,,,
weekdays,298,799,2,865.0,0.0,14.0,25.0
weekdays,298,132,17,429.88235294117646,0.0,7.0,9.0
weekdays,298,116,0,,,,
weekdays,298,1044,50,430.18,0.0,7.0,10.0
weekdays,298,117,3,457.3333333333333,0.0,7.0,37.0
weekdays,298,222,16,516.5625,0.0,8.0,36.0
weekdays,298,788,11,491.6363636363636,0.0,8.0,11.0
weekdays,298,806,46,718.4347826086956,0.0,11.0,58.0
weekdays,298,24,5,796.6,0.0,13.0,16.0
weekdays,298,792,43,652.7441860465116,0.0,10.0,52.0
weekdays,298,793,0,,,,
weekdays,298,812,26,719.7307692307693,0.0,11.0,59.0
weekdays,298,1047,0,,,,
weekdays,298,5,10,842.1,0.0,14.0,2.0
weekdays,298,157,21,416.6190476190476,0.0,6.0,56.0
weekdays,298,810,1,798.0,0.0,13.0,18.0
weekdays,298,34,0,,,,
weekdays,298,908,8,511.625,0.0,8.0,31.0
weekdays,298,816,1,424.0,0.0,7.0,4.0
weekdays,298,69,146,327.52054794520546,0.0,5.0,27.0
weekdays,298,301,107,320.5607476635514,0.0,5.0,20.0
weekdays,298,642,31,283.2258064516129,0.0,4.0,43.0
weekdays,298,131,118,320.364406779661,0.0,5.0,20.0
weekdays,298,33,9,166.88888888888889,0.0,2.0,46.0
weekdays,298,791,41,293.9512195121951,0.0,4.0,53.0
weekdays,298,298,27,755.8518518518518,0.0,12.0,35.0
weekdays,298,800,0,,,,
weekdays,298,804,5,237.4,0.0,3.0,57.0
weekdays,298,818,21,274.57142857142856,0.0,4.0,34.0
weekdays,298,1049,7,276.0,0.0,4.0,36.0
weekdays,298,646,32,515.125,0.0,8.0,35.0
weekdays,298,639,25,475.76,0.0,7.0,55.0
weekdays,298,212,0,,,,
weekdays,298,223,5,813.2,0.0,13.0,33.0
weekdays,298,368,10,1090.4,0.0,18.0,10.0
weekdays,298,807,1,860.0,0.0,14.0,20.0
weekdays,298,22,3,664.6666666666666,0.0,11.0,4.0
weekdays,298,1816,27,371.25925925925924,0.0,6.0,11.0
weekdays,298,82,67,341.8955223880597,0.0,5.0,41.0
weekdays,298,811,11,794.0,0.0,13.0,14.0
weekdays,298,798,27,658.1481481481482,0.0,10.0,58.0
weekdays,298,2,30,1269.0,0.0,21.0,9.0
weekdays,298,645,39,600.1538461538462,0.0,10.0,0.0
weekdays,298,802,4,524.25,0.0,8.0,44.0
weekdays,298,647,15,367.73333333333335,0.0,6.0,7.0
weekdays,298,216,12,335.3333333333333,0.0,5.0,35.0
weekdays,298,796,51,544.156862745098,0.0,9.0,4.0
weekdays,298,801,30,416.8,0.0,6.0,56.0
weekdays,298,1892,21,369.5238095238095,0.0,6.0,9.0
weekdays,298,36,5,462.2,0.0,7.0,42.0
weekdays,298,1889,3,1193.0,0.0,19.0,53.0
weekdays,298,1888,2,1025.0,0.0,17.0,5.0
weekdays,298,1891,19,277.4736842105263,0.0,4.0,37.0
weekdays,298,70,4,496.75,0.0,8.0,16.0
weekdays,298,1890,2,836.0,0.0,13.0,56.0
weekdays,298,138,1,1194.0,0.0,19.0,54.0
weekdays,298,1887,15,183.46666666666667,0.0,3.0,3.0
weekdays,298,1893,10,401.0,0.0,6.0,41.0
weekdays,298,1894,2,1154.0,0.0,19.0,14.0
weekdays,298,1895,6,533.6666666666666,0.0,8.0,53.0
weekdays,298,1899,3,797.6666666666666,0.0,13.0,17.0
weekdays,298,1896,0,,,,
weekdays,298,808,0,,,,
weekdays,298,1898,4,988.0,0.0,16.0,28.0
weekdays,298,1897,4,1039.0,0.0,17.0,19.0
weekdays,298,1900,1,2347.0,0.0,39.0,7.0
weekdays,800,215,0,,,,
weekdays,800,817,0,,,,
weekdays,800,814,0,,,,
weekdays,800,1048,0,,,,
weekdays,800,58,0,,,,
weekdays,800,638,0,,,,
weekdays,800,1043,0,,,,
weekdays,800,819,0,,,,
weekdays,800,1045,1,1901.0,0.0,31.0,41.0
weekdays,800,367,0,,,,
weekdays,800,7,0,,,,
weekdays,800,8,1,805.0,0.0,13.0,25.0
weekdays,800,794,0,,,,
weekdays,800,75,0,,,,
weekdays,800,815,1,1459.0,0.0,24.0,19.0
weekdays,800,151,1,208.0,0.0,3.0,28.0
weekdays,800,1046,0,,,,
weekdays,800,156,0,,,,
weekdays,800,3,0,,,,
weekdays,800,49,1,316.0,0.0,5.0,16.0
weekdays,800,83,0,,,,
weekdays,800,641,0,,,,
weekdays,800,789,0,,,,
weekdays,800,644,0,,,,
weekdays,800,87,2,679.0,0.0,11.0,19.0
weekdays,800,220,2,702.0,0.0,11.0,42.0
weekdays,800,809,1,607.0,0.0,10.0,7.0
weekdays,800,150,0,,,,
weekdays,800,803,0,,,,
weekdays,800,98,0,,,,
weekdays,800,795,0,,,,
weekdays,800,790,0,,,,
weekdays,800,640,0,,,,
weekdays,800,217,0,,,,
weekdays,800,214,0,,,,
weekdays,800,797,2,1900.5,0.0,31.0,40.0
weekdays,800,221,0,,,,
weekdays,800,219,0,,,,
weekdays,800,140,0,,,,
weekdays,800,799,0,,,,
weekdays,800,132,0,,,,
weekdays,800,116,0,,,,
weekdays,800,1044,0,,,,
weekdays,800,117,1,501.0,0.0,8.0,21.0
weekdays,800,222,0,,,,
weekdays,800,788,0,,,,
weekdays,800,806,1,548.0,0.0,9.0,8.0
weekdays,800,24,0,,,,
weekdays,800,792,1,1324.0,0.0,22.0,4.0
weekdays,800,793,0,,,,
weekdays,800,812,0,,,,
weekdays,800,1047,0,,,,
weekdays,800,5,0,,,,
weekdays,800,157,0,,,,
weekdays,800,810,0,,,,
weekdays,800,34,0,,,,
weekdays,800,908,0,,,,
weekdays,800,816,0,,,,
weekdays,800,69,0,,,,
weekdays,800,301,0,,,,
weekdays,800,642,0,,,,
weekdays,800,131,0,,,,
weekdays,800,33,0,,,,
weekdays,800,791,0,,,,
weekdays,800,298,2,2935.0,0.0,48.0,55.0
weekdays,800,800,0,,,,
weekdays,800,804,0,,,,
weekdays,800,818,0,,,,
weekdays,800,1049,0,,,,
weekdays,800,646,1,386.0,0.0,6.0,26.0
weekdays,800,639,0,,,,
weekdays,800,212,0,,,,
weekdays,800,223,1,714.0,0.0,11.0,54.0
weekdays,800,368,0,,,,
weekdays,800,807,1,1274.0,0.0,21.0,14.0
weekdays,800,22,0,,,,
weekdays,800,1816,0,,,,
weekdays,800,82,0,,,,
weekdays,800,811,0,,,,
weekdays,800,798,1,248.0,0.0,4.0,8.0
weekdays,800,2,0,,,,
weekdays,800,645,0,,,,
weekdays,800,802,0,,,,
weekdays,800,647,0,,,,
weekdays,800,216,0,,,,
weekdays,800,796,1,1365.0,0.0,22.0,45.0
weekdays,800,801,1,273.0,0.0,4.0,33.0
weekdays,800,1892,0,,,,
weekdays,800,36,0,,,,
weekdays,800,1889,0,,,,
weekdays,800,1888,0,,,,
weekdays,800,1891,0,,,,
weekdays,800,70,0,,,,
weekdays,800,1890,0,,,,
weekdays,800,138,0,,,,
weekdays,800,1887,0,,,,
weekdays,800,1893,0,,,,
weekdays,800,1894,0,,,,
weekdays,800,1895,0,,,,
weekdays,800,1899,0,,,,
weekdays,800,1896,0,,,,
weekdays,800,808,0,,,,
weekdays,800,1898,0,,,,
weekdays,800,1897,0,,,,
weekdays,800,1900,0,,,,
weekdays,804,215,4,1014.25,0.0,16.0,54.0
weekdays,804,817,98,349.7040816326531,0.0,5.0,49.0
weekdays,804,814,92,643.5978260869565,0.0,10.0,43.0
