subset,,1,num_trips,avg_duration,hours,minutes,seconds
all,116,82,15,1016.1333333333333,0.0,16.0,56.0
all,116,811,12,1018.1666666666666,0.0,16.0,58.0
all,116,798,21,915.9047619047619,0.0,15.0,15.0
all,116,2,5,737.0,0.0,12.0,17.0
all,116,645,52,761.3076923076923,0.0,12.0,41.0
all,116,802,2,720.5,0.0,12.0,0.0
all,116,647,2,1109.0,0.0,18.0,29.0
all,116,216,5,809.6,0.0,13.0,29.0
all,116,796,78,1002.474358974359,0.0,16.0,42.0
all,116,801,8,832.75,0.0,13.0,52.0
all,116,1892,24,737.125,0.0,12.0,17.0
all,116,36,33,981.6060606060606,0.0,16.0,21.0
all,116,1889,15,514.0,0.0,8.0,34.0
all,116,1888,42,653.8333333333334,0.0,10.0,53.0
all,116,1891,1,1018.0,0.0,16.0,58.0
all,116,70,40,812.975,0.0,13.0,32.0
all,116,1890,0,,,,
all,116,138,1,787.0,0.0,13.0,7.0
all,116,1887,4,876.25,0.0,14.0,36.0
all,116,1893,13,1060.076923076923,0.0,17.0,40.0
all,116,1894,25,526.52,0.0,8.0,46.0
all,116,1895,34,734.3823529411765,0.0,12.0,14.0
all,116,1899,0,,,,
all,116,1896,0,,,,
all,116,808,6,697.3333333333334,0.0,11.0,37.0
all,116,1898,4,515.25,0.0,8.0,35.0
all,116,1897,31,1539.0967741935483,0.0,25.0,39.0
all,116,1900,9,669.5555555555555,0.0,11.0,9.0
all,1044,215,38,1251.1842105263158,0.0,20.0,51.0
all,1044,817,934,412.58993576017133,0.0,6.0,52.0
all,1044,814,1291,660.3772269558482,0.0,11.0,0.0
all,1044,1048,241,586.5601659751037,0.0,9.0,46.0
all,1044,58,33,1617.2424242424242,0.0,26.0,57.0
all,1044,638,324,674.2870370370371,0.0,11.0,14.0
all,1044,1043,811,878.3501849568433,0.0,14.0,38.0
all,1044,819,145,1187.6896551724137,0.0,19.0,47.0
all,1044,1045,489,908.8057259713702,0.0,15.0,8.0
all,1044,367,455,931.1274725274725,0.0,15.0,31.0
all,1044,7,65,854.3384615384615,0.0,14.0,14.0
all,1044,8,354,539.5,0.0,8.0,59.0
all,1044,794,198,1175.2272727272727,0.0,19.0,35.0
all,1044,75,99,1538.020202020202,0.0,25.0,38.0
all,1044,815,866,862.296766743649,0.0,14.0,22.0
all,1044,151,77,719.974025974026,0.0,11.0,59.0
all,1044,1046,904,365.2433628318584,0.0,6.0,5.0
all,1044,156,298,580.010067114094,0.0,9.0,40.0
all,1044,3,543,1274.41620626151,0.0,21.0,14.0
all,1044,49,1315,333.85627376425856,0.0,5.0,33.0
all,1044,83,329,856.4042553191489,0.0,14.0,16.0
all,1044,641,37,1044.972972972973,0.0,17.0,24.0
all,1044,789,190,870.8789473684211,0.0,14.0,30.0
all,1044,644,817,570.6670746634027,0.0,9.0,30.0
all,1044,87,243,1249.5473251028807,0.0,20.0,49.0
all,1044,220,809,653.7478368355995,0.0,10.0,53.0
all,1044,809,259,812.8262548262549,0.0,13.0,32.0
all,1044,150,123,418.650406504065,0.0,6.0,58.0
all,1044,803,1372,653.8819241982508,0.0,10.0,53.0
all,1044,98,162,736.6234567901234,0.0,12.0,16.0
all,1044,795,805,521.4124223602485,0.0,8.0,41.0
all,1044,790,665,397.23308270676694,0.0,6.0,37.0
all,1044,640,17,894.9411764705883,0.0,14.0,54.0
all,1044,217,398,447.09798994974875,0.0,7.0,27.0
all,1044,214,633,472.5687203791469,0.0,7.0,52.0
all,1044,797,1930,835.0145077720207,0.0,13.0,55.0
all,1044,221,377,1009.5331564986737,0.0,16.0,49.0
all,1044,219,224,1300.299107142857,0.0,21.0,40.0
all,1044,140,8,1051.125,0.0,17.0,31.0
all,1044,799,161,549.3416149068323,0.0,9.0,9.0
all,1044,132,790,341.5025316455696,0.0,5.0,41.0
all,1044,116,21,1313.047619047619,0.0,21.0,53.0
all,1044,1044,1967,731.9532282663955,0.0,12.0,11.0
all,1044,117,136,1122.2132352941176,0.0,18.0,42.0
all,1044,222,119,965.436974789916,0.0,16.0,5.0
all,1044,788,538,828.3159851301115,0.0,13.0,48.0
all,1044,806,904,711.8407079646017,0.0,11.0,51.0
all,1044,24,150,839.4133333333333,0.0,13.0,59.0
all,1044,792,1377,749.6056644880174,0.0,12.0,29.0
all,1044,793,44,1276.3636363636363,0.0,21.0,16.0
all,1044,812,548,887.5273722627737,0.0,14.0,47.0
all,1044,1047,2,737.0,0.0,12.0,17.0
all,1044,5,817,810.7172582619339,0.0,13.0,30.0
all,1044,157,777,491.06692406692406,0.0,8.0,11.0
all,1044,810,192,501.7395833333333,0.0,8.0,21.0
all,1044,34,154,496.6818181818182,0.0,8.0,16.0
all,1044,908,246,495.8130081300813,0.0,8.0,15.0
all,1044,816,229,349.1484716157205,0.0,5.0,49.0
all,1044,69,1757,320.19578827546957,0.0,5.0,20.0
all,1044,301,310,338.5838709677419,0.0,5.0,38.0
all,1044,642,38,473.1842105263158,0.0,7.0,53.0
all,1044,131,88,467.35227272727275,0.0,7.0,47.0
all,1044,33,7,1480.5714285714287,0.0,24.0,40.0
all,1044,791,9,1159.4444444444443,0.0,19.0,19.0
all,1044,298,15,580.4,0.0,9.0,40.0
all,1044,800,0,,,,
all,1044,804,42,449.35714285714283,0.0,7.0,29.0
all,1044,818,57,1018.7017543859649,0.0,16.0,58.0
all,1044,1049,100,725.73,0.0,12.0,5.0
all,1044,646,849,728.1495877502945,0.0,12.0,8.0
all,1044,639,443,500.0541760722348,0.0,8.0,20.0
all,1044,212,0,,,,
all,1044,223,406,820.2487684729064,0.0,13.0,40.0
all,1044,368,132,1217.6515151515152,0.0,20.0,17.0
all,1044,807,34,1289.1176470588234,0.0,21.0,29.0
all,1044,22,235,720.2255319148936,0.0,12.0,0.0
all,1044,1816,2085,440.17601918465226,0.0,7.0,20.0
all,1044,82,860,386.21860465116276,0.0,6.0,26.0
all,1044,811,477,532.3605870020964,0.0,8.0,52.0
all,1044,798,404,430.94554455445547,0.0,7.0,10.0
all,1044,2,158,485.22151898734177,0.0,8.0,5.0
all,1044,645,381,894.1627296587926,0.0,14.0,54.0
all,1044,802,18,231.33333333333334,0.0,3.0,51.0
all,1044,647,570,469.4614035087719,0.0,7.0,49.0
all,1044,216,137,447.16058394160586,0.0,7.0,27.0
all,1044,796,1323,764.6855631141345,0.0,12.0,44.0
all,1044,801,49,689.6530612244898,0.0,11.0,29.0
all,1044,1892,146,805.5958904109589,0.0,13.0,25.0
all,1044,36,415,479.34939759036143,0.0,7.0,59.0
all,1044,1889,241,850.0041493775933,0.0,14.0,10.0
all,1044,1888,46,743.2391304347826,0.0,12.0,23.0
all,1044,1891,14,1016.5714285714286,0.0,16.0,56.0
all,1044,70,188,422.97340425531917,0.0,7.0,2.0
all,1044,1890,128,1212.7578125,0.0,20.0,12.0
all,1044,138,10,867.4,0.0,14.0,27.0
all,1044,1887,13,1144.0,0.0,19.0,4.0
all,1044,1893,105,699.2952380952381,0.0,11.0,39.0
all,1044,1894,101,1363.3564356435643,0.0,22.0,43.0
all,1044,1895,201,388.318407960199,0.0,6.0,28.0
all,1044,1899,49,956.4897959183673,0.0,15.0,56.0
all,1044,1896,89,945.9550561797753,0.0,15.0,45.0
all,1044,808,145,804.0206896551724,0.0,13.0,24.0
all,1044,1898,74,1241.9594594594594,0.0,20.0,41.0
all,1044,1897,407,1054.4619164619164,0.0,17.0,34.0
all,1044,1900,58,1049.7068965517242,0.0,17.0,29.0
all,117,215,5,1392.2,0.0,23.0,12.0
all,117,817,39,929.2307692307693,0.0,15.0,29.0
all,117,814,239,653.6401673640167,0.0,10.0,53.0
all,117,1048,32,1065.40625,0.0,17.0,45.0
all,117,58,10,1263.9,0.0,21.0,3.0
all,117,638,20,1347.4,0.0,22.0,27.0
all,117,1043,197,995.274111675127,0.0,16.0,35.0
all,117,819,31,1185.5483870967741,0.0,19.0,45.0
all,117,1045,310,613.8225806451613,0.0,10.0,13.0
all,117,367,74,1305.5135135135135,0.0,21.0,45.0
all,117,7,81,867.9012345679013,0.0,14.0,27.0
all,117,8,23,1145.4782608695652,0.0,19.0,5.0
all,117,794,139,573.0287769784172,0.0,9.0,33.0
all,117,75,133,705.2556390977444,0.0,11.0,45.0
all,117,815,16,1728.0625,0.0,28.0,48.0
all,117,151,12,1609.1666666666667,0.0,26.0,49.0
all,117,1046,44,1149.8636363636363,0.0,19.0,9.0
all,117,156,27,909.5185185185185,0.0,15.0,9.0
all,117,3,42,1322.904761904762,0.0,22.0,2.0
all,117,49,20,1087.15,0.0,18.0,7.0
all,117,83,17,1117.2941176470588,0.0,18.0,37.0
all,117,641,10,1079.4,0.0,17.0,59.0
all,117,789,94,929.5851063829788,0.0,15.0,29.0
all,117,644,8,1437.625,0.0,23.0,57.0
all,117,87,2,1436.5,0.0,23.0,56.0
all,117,220,82,1391.658536585366,0.0,23.0,11.0
all,117,809,38,1190.4473684210527,0.0,19.0,50.0
all,117,150,23,1328.7826086956522,0.0,22.0,8.0
all,117,803,411,710.2335766423357,0.0,11.0,50.0
all,117,98,5,1687.8,0.0,28.0,7.0
all,117,795,54,764.5925925925926,0.0,12.0,44.0
all,117,790,77,1124.3636363636363,0.0,18.0,44.0
all,117,640,25,645.92,0.0,10.0,45.0
all,117,217,4,1506.75,0.0,25.0,6.0
all,117,214,64,1025.984375,0.0,17.0,5.0
all,117,797,78,1131.448717948718,0.0,18.0,51.0
all,117,221,18,2048.5555555555557,0.0,34.0,8.0
all,117,219,11,2474.2727272727275,0.0,41.0,14.0
all,117,140,2,1101.0,0.0,18.0,21.0
all,117,799,6,1077.6666666666667,0.0,17.0,57.0
all,117,132,67,945.2089552238806,0.0,15.0,45.0
all,117,116,5,1541.2,0.0,25.0,41.0
all,117,1044,228,1163.8508771929824,0.0,19.0,23.0
all,117,117,209,1155.4066985645934,0.0,19.0,15.0
all,117,222,625,252.8288,0.0,4.0,12.0
all,117,788,393,432.40458015267177,0.0,7.0,12.0
all,117,806,260,593.8423076923077,0.0,9.0,53.0
all,117,24,63,830.9206349206349,0.0,13.0,50.0
all,117,792,256,862.03515625,0.0,14.0,22.0
all,117,793,8,1468.25,0.0,24.0,28.0
all,117,812,77,873.8181818181819,0.0,14.0,33.0
all,117,1047,0,,,,
all,117,5,107,820.1869158878504,0.0,13.0,40.0
all,117,157,49,1068.6530612244899,0.0,17.0,48.0
all,117,810,14,1138.2142857142858,0.0,18.0,58.0
all,117,34,26,954.0384615384615,0.0,15.0,54.0
all,117,908,24,1129.0833333333333,0.0,18.0,49.0
all,117,816,17,1214.2941176470588,0.0,20.0,14.0
all,117,69,61,2031.4590163934427,0.0,33.0,51.0
all,117,301,8,903.5,0.0,15.0,3.0
all,117,642,52,721.9038461538462,0.0,12.0,1.0
all,117,131,24,891.5416666666666,0.0,14.0,51.0
all,117,33,18,609.1666666666666,0.0,10.0,9.0
all,117,791,72,660.6388888888889,0.0,11.0,0.0
all,117,298,33,714.2727272727273,0.0,11.0,54.0
all,117,800,1,696.0,0.0,11.0,36.0
all,117,804,6,899.6666666666666,0.0,14.0,59.0
all,117,818,17,852.3529411764706,0.0,14.0,12.0
all,117,1049,48,1054.6875,0.0,17.0,34.0
all,117,646,67,1331.7910447761194,0.0,22.0,11.0
all,117,639,24,1238.0416666666667,0.0,20.0,38.0
all,117,212,0,,,,
all,117,223,27,1523.0740740740741,0.0,25.0,23.0
all,117,368,8,1659.25,0.0,27.0,39.0
all,117,807,3,2395.6666666666665,0.0,39.0,55.0
all,117,22,7,1454.5714285714287,0.0,24.0,14.0
all,117,1816,51,1170.1960784313726,0.0,19.0,30.0
all,117,82,18,1254.7222222222222,0.0,20.0,54.0
all,117,811,38,1017.1052631578947,0.0,16.0,57.0
all,117,798,32,1166.96875,0.0,19.0,26.0
all,117,2,22,1089.9545454545455,0.0,18.0,9.0
all,117,645,169,748.7988165680473,0.0,12.0,28.0
all,117,802,4,1549.5,0.0,25.0,49.0
all,117,647,7,1493.2857142857142,0.0,24.0,53.0
all,117,216,7,760.0,0.0,12.0,40.0
all,117,796,800,485.52125,0.0,8.0,5.0
all,117,801,29,954.5172413793103,0.0,15.0,54.0
all,117,1892,23,813.9130434782609,0.0,13.0,33.0
all,117,36,27,1221.851851851852,0.0,20.0,21.0
all,117,1889,11,939.0909090909091,0.0,15.0,39.0
all,117,1888,3,1441.6666666666667,0.0,24.0,1.0
all,117,1891,19,616.4736842105264,0.0,10.0,16.0
all,117,70,4,913.25,0.0,15.0,13.0
all,117,1890,1,1671.0,0.0,27.0,51.0
all,117,138,13,664.3846153846154,0.0,11.0,4.0
all,117,1887,22,1135.409090909091,0.0,18.0,55.0
all,117,1893,33,1098.6969696969697,0.0,18.0,18.0
all,117,1894,11,1519.909090909091,0.0,25.0,19.0
all,117,1895,5,1169.2,0.0,19.0,29.0
all,117,1899,27,1810.4444444444443,0.0,30.0,10.0
all,117,1896,0,,,,
all,117,808,34,522.4411764705883,0.0,8.0,42.0
all,117,1898,2,1141.5,0.0,19.0,1.0
all,117,1897,39,1159.871794871795,0.0,19.0,19.0
all,117,1900,4,1033.5,0.0,17.0,13.0
all,222,215,20,1305.3,0.0,21.0,45.0
all,222,817,83,1079.4698795180723,0.0,17.0,59.0
all,222,814,212,501.22169811320754,0.0,8.0,21.0
all,222,1048,26,939.3461538461538,0.0,15.0,39.0
all,222,58,1,932.0,0.0,15.0,32.0
all,222,638,18,1339.3333333333333,0.0,22.0,19.0
all,222,1043,134,796.9477611940298,0.0,13.0,16.0
all,222,819,36,1054.9166666666667,0.0,17.0,34.0
all,222,1045,372,565.3494623655914,0.0,9.0,25.0
all,222,367,50,1086.42,0.0,18.0,6.0
all,222,7,28,590.3571428571429,0.0,9.0,50.0
all,222,8,35,951.4857142857143,0.0,15.0,51.0
all,222,794,815,226.43067484662578,0.0,3.0,46.0
all,222,75,378,650.441798941799,0.0,10.0,50.0
all,222,815,12,1381.5,0.0,23.0,1.0
all,222,151,6,1152.3333333333333,0.0,19.0,12.0
all,222,1046,98,902.969387755102,0.0,15.0,2.0
all,222,156,43,876.4651162790698,0.0,14.0,36.0
all,222,3,85,1093.235294117647,0.0,18.0,13.0
all,222,49,23,1174.5652173913043,0.0,19.0,34.0
all,222,83,70,1002.2,0.0,16.0,42.0
all,222,641,10,1077.6,0.0,17.0,57.0
all,222,789,154,820.4285714285714,0.0,13.0,40.0
all,222,644,12,1043.9166666666667,0.0,17.0,23.0
all,222,87,11,1613.5454545454545,0.0,26.0,53.0
all,222,220,87,1100.2413793103449,0.0,18.0,20.0
all,222,809,38,945.6842105263158,0.0,15.0,45.0
all,222,150,21,1401.904761904762,0.0,23.0,21.0
all,222,803,366,617.5655737704918,0.0,10.0,17.0
all,222,98,14,1030.9285714285713,0.0,17.0,10.0
all,222,795,152,648.6447368421053,0.0,10.0,48.0
all,222,790,85,817.8,0.0,13.0,37.0
all,222,640,19,742.7894736842105,0.0,12.0,22.0
all,222,217,4,1175.25,0.0,19.0,35.0
all,222,214,68,816.7205882352941,0.0,13.0,36.0
all,222,797,217,895.8940092165899,0.0,14.0,55.0
all,222,221,12,1599.8333333333333,0.0,26.0,39.0
all,222,219,17,2363.3529411764707,0.0,39.0,23.0
all,222,140,0,,,,
all,222,799,3,1262.0,0.0,21.0,2.0
all,222,132,80,702.3875,0.0,11.0,42.0
all,222,116,11,1329.8181818181818,0.0,22.0,9.0
all,222,1044,197,986.6395939086294,0.0,16.0,26.0
all,222,117,776,260.1894329896907,0.0,4.0,20.0
all,222,222,270,899.1592592592592,0.0,14.0,59.0
all,222,788,553,282.4647377938517,0.0,4.0,42.0
all,222,806,288,448.8576388888889,0.0,7.0,28.0
all,222,24,47,713.3191489361702,0.0,11.0,53.0
all,222,792,287,597.1742160278745,0.0,9.0,57.0
all,222,793,40,1392.8,0.0,23.0,12.0
all,222,812,41,735.829268292683,0.0,12.0,15.0
all,222,1047,0,,,,
all,222,5,113,557.5221238938053,0.0,9.0,17.0
all,222,157,122,909.3196721311475,0.0,15.0,9.0
all,222,810,26,1006.1538461538462,0.0,16.0,46.0
all,222,34,24,943.4166666666666,0.0,15.0,43.0
all,222,908,15,1127.6666666666667,0.0,18.0,47.0
all,222,816,7,990.4285714285714,0.0,16.0,30.0
all,222,69,82,663.1341463414634,0.0,11.0,3.0
all,222,301,14,805.5,0.0,13.0,25.0
all,222,642,20,537.75,0.0,8.0,57.0
all,222,131,31,639.7096774193549,0.0,10.0,39.0
all,222,33,12,475.4166666666667,0.0,7.0,55.0
all,222,791,37,581.4594594594595,0.0,9.0,41.0
all,222,298,2,663.0,0.0,11.0,3.0
all,222,800,0,,,,
all,222,804,14,1379.2142857142858,0.0,22.0,59.0
all,222,818,37,1085.918918918919,0.0,18.0,5.0
all,222,1049,31,959.0645161290323,0.0,15.0,59.0
all,222,646,34,1138.6176470588234,0.0,18.0,58.0
all,222,639,15,1102.0666666666666,0.0,18.0,22.0
all,222,212,0,,,,
all,222,223,54,1256.4074074074074,0.0,20.0,56.0
all,222,368,3,1707.3333333333333,0.0,28.0,27.0
all,222,807,2,1962.5,0.0,32.0,42.0
all,222,22,14,1696.7857142857142,0.0,28.0,16.0
all,222,1816,49,1076.8163265306123,0.0,17.0,56.0
all,222,82,14,883.2142857142857,0.0,14.0,43.0
all,222,811,18,904.1666666666666,0.0,15.0,4.0
all,222,798,40,1097.25,0.0,18.0,17.0
all,222,2,24,1096.125,0.0,18.0,16.0
all,222,645,181,580.5414364640884,0.0,9.0,40.0
all,222,802,2,1089.5,0.0,18.0,9.0
all,222,647,8,1207.875,0.0,20.0,7.0
all,222,216,19,589.8947368421053,0.0,9.0,49.0
all,222,796,852,359.11854460093895,0.0,5.0,59.0
all,222,801,52,585.8076923076923,0.0,9.0,45.0
all,222,1892,51,599.8823529411765,0.0,9.0,59.0
all,222,36,33,958.4242424242424,0.0,15.0,58.0
all,222,1889,60,758.5,0.0,12.0,38.0
all,222,1888,2,1167.5,0.0,19.0,27.0
all,222,1891,30,581.9,0.0,9.0,41.0
all,222,70,13,1065.6153846153845,0.0,17.0,45.0
all,222,1890,1,1181.0,0.0,19.0,41.0
all,222,138,8,1385.0,0.0,23.0,5.0
all,222,1887,47,583.0212765957447,0.0,9.0,43.0
all,222,1893,44,962.9545454545455,0.0,16.0,2.0
all,222,1894,6,1743.8333333333333,0.0,29.0,3.0
all,222,1895,5,926.2,0.0,15.0,26.0
all,222,1899,7,1636.142857142857,0.0,27.0,16.0
all,222,1896,2,900.0,0.0,15.0,0.0
all,222,808,24,413.0833333333333,0.0,6.0,53.0
all,222,1898,5,1110.6,0.0,18.0,30.0
all,222,1897,43,836.953488372093,0.0,13.0,56.0
all,222,1900,7,955.7142857142857,0.0,15.0,55.0
all,788,215,21,943.8571428571429,0.0,15.0,43.0
all,788,817,148,694.3783783783783,0.0,11.0,34.0
all,788,814,473,379.3720930232558,0.0,6.0,19.0
all,788,1048,75,728.8666666666667,0.0,12.0,8.0
all,788,58,30,1256.3333333333333,0.0,20.0,56.0
all,788,638,79,920.2658227848101,0.0,15.0,20.0
all,788,1043,241,683.103734439834,0.0,11.0,23.0
all,788,819,71,2240.1830985915494,0.0,37.0,20.0
all,788,1045,582,353.4209621993127,0.0,5.0,53.0
all,788,367,98,1048.1938775510205,0.0,17.0,28.0
all,788,7,51,812.1176470588235,0.0,13.0,32.0
all,788,8,41,1330.121951219512,0.0,22.0,10.0
all,788,794,353,422.4617563739377,0.0,7.0,2.0
all,788,75,199,778.4070351758794,0.0,12.0,58.0
all,788,815,27,1276.037037037037,0.0,21.0,16.0
all,788,151,9,1176.888888888889,0.0,19.0,36.0
all,788,1046,144,769.3958333333334,0.0,12.0,49.0
all,788,156,109,670.1376146788991,0.0,11.0,10.0
all,788,3,125,1059.312,0.0,17.0,39.0
all,788,49,81,966.0123456790124,0.0,16.0,6.0
all,788,83,44,1107.0454545454545,0.0,18.0,27.0
all,788,641,12,1324.3333333333333,0.0,22.0,4.0
all,788,789,293,693.7372013651877,0.0,11.0,33.0
all,788,644,54,1077.2222222222222,0.0,17.0,57.0
all,788,87,3,1227.0,0.0,20.0,27.0
all,788,220,211,1070.7488151658767,0.0,17.0,50.0
all,788,809,93,830.5913978494624,0.0,13.0,50.0
all,788,150,36,902.2222222222222,0.0,15.0,2.0
all,788,803,822,435.5462287104623,0.0,7.0,15.0
all,788,98,29,976.5172413793103,0.0,16.0,16.0
all,788,795,193,439.5077720207254,0.0,7.0,19.0
all,788,790,167,669.9221556886228,0.0,11.0,9.0
all,788,640,18,816.6666666666666,0.0,13.0,36.0
all,788,217,34,1004.8235294117648,0.0,16.0,44.0
all,788,214,64,952.5,0.0,15.0,52.0
all,788,797,289,743.5432525951558,0.0,12.0,23.0
all,788,221,13,1497.6923076923076,0.0,24.0,57.0
all,788,219,12,1781.3333333333333,0.0,29.0,41.0
all,788,140,3,913.6666666666666,0.0,15.0,13.0
all,788,799,11,1457.8181818181818,0.0,24.0,17.0
all,788,132,129,619.8449612403101,0.0,10.0,19.0
all,788,116,17,1347.8823529411766,0.0,22.0,27.0
all,788,1044,535,818.5906542056075,0.0,13.0,38.0
all,788,117,429,390.02797202797206,0.0,6.0,30.0
all,788,222,620,306.6725806451613,0.0,5.0,6.0
all,788,788,500,1048.27,0.0,17.0,28.0
all,788,806,813,293.4341943419434,0.0,4.0,53.0
all,788,24,126,508.64285714285717,0.0,8.0,28.0
all,788,792,511,475.47162426614483,0.0,7.0,55.0
all,788,793,14,1331.0714285714287,0.0,22.0,11.0
all,788,812,111,644.7117117117117,0.0,10.0,44.0
all,788,1047,2,657.5,0.0,10.0,57.0
all,788,5,391,473.47314578005114,0.0,7.0,53.0
all,788,157,246,697.7560975609756,0.0,11.0,37.0
all,788,810,68,670.1764705882352,0.0,11.0,10.0
all,788,34,103,721.1165048543689,0.0,12.0,1.0
all,788,908,65,526.3384615384615,0.0,8.0,46.0
all,788,816,26,773.0384615384615,0.0,12.0,53.0
all,788,69,182,551.6483516483516,0.0,9.0,11.0
all,788,301,44,710.1136363636364,0.0,11.0,50.0
all,788,642,17,783.6470588235294,0.0,13.0,3.0
all,788,131,50,591.34,0.0,9.0,51.0
all,788,33,34,511.6470588235294,0.0,8.0,31.0
all,788,791,26,640.4230769230769,0.0,10.0,40.0
all,788,298,10,956.6,0.0,15.0,56.0
all,788,800,0,,,,
all,788,804,16,802.0,0.0,13.0,22.0
all,788,818,23,919.4782608695652,0.0,15.0,19.0
all,788,1049,128,776.03125,0.0,12.0,56.0
all,788,646,43,1198.3720930232557,0.0,19.0,58.0
all,788,639,14,1291.2142857142858,0.0,21.0,31.0
all,788,212,1,1193.0,0.0,19.0,53.0
all,788,223,80,1070.725,0.0,17.0,50.0
all,788,368,14,1461.642857142857,0.0,24.0,21.0
all,788,807,17,1687.5294117647059,0.0,28.0,7.0
all,788,22,21,1450.2857142857142,0.0,24.0,10.0
all,788,1816,82,993.3536585365854,0.0,16.0,33.0
all,788,82,51,914.5490196078431,0.0,15.0,14.0
all,788,811,51,1021.6274509803922,0.0,17.0,1.0
all,788,798,125,935.528,0.0,15.0,35.0
all,788,2,68,950.5588235294117,0.0,15.0,50.0
all,788,645,412,351.1092233009709,0.0,5.0,51.0
all,788,802,9,832.5555555555555,0.0,13.0,52.0
all,788,647,13,939.7692307692307,0.0,15.0,39.0
all,788,216,16,513.25,0.0,8.0,33.0
all,788,796,1163,286.21582115219263,0.0,4.0,46.0
all,788,801,62,482.38709677419354,0.0,8.0,2.0
all,788,1892,83,488.2289156626506,0.0,8.0,8.0
all,788,36,80,1284.8375,0.0,21.0,24.0
all,788,1889,69,825.1014492753624,0.0,13.0,45.0
all,788,1888,8,1443.875,0.0,24.0,3.0
all,788,1891,12,756.0,0.0,12.0,36.0
all,788,70,36,823.0277777777778,0.0,13.0,43.0
all,788,1890,5,1926.0,0.0,32.0,6.0
all,788,138,27,604.8148148148148,0.0,10.0,4.0
all,788,1887,26,605.6923076923077,0.0,10.0,5.0
all,788,1893,47,1014.7021276595744,0.0,16.0,54.0
all,788,1894,17,1049.5294117647059,0.0,17.0,29.0
all,788,1895,12,958.5833333333334,0.0,15.0,58.0
all,788,1899,1,1570.0,0.0,26.0,10.0
all,788,1896,5,2107.0,0.0,35.0,7.0
all,788,808,89,292.85393258426967,0.0,4.0,52.0
all,788,1898,20,925.95,0.0,15.0,25.0
all,788,1897,80,792.9875,0.0,13.0,12.0
all,788,1900,11,659.6363636363636,0.0,10.0,59.0
all,806,215,33,828.7272727272727,0.0,13.0,48.0
all,806,817,403,532.014888337469,0.0,8.0,52.0
all,806,814,359,326.2172701949861,0.0,5.0,26.0
all,806,1048,128,917.921875,0.0,15.0,17.0
all,806,58,91,884.7692307692307,0.0,14.0,44.0
all,806,638,56,1185.75,0.0,19.0,45.0
all,806,1043,472,446.4300847457627,0.0,7.0,26.0
all,806,819,109,754.8256880733945,0.0,12.0,34.0
all,806,1045,526,380.44296577946767,0.0,6.0,20.0
all,806,367,218,877.2018348623853,0.0,14.0,37.0
all,806,7,175,684.7542857142857,0.0,11.0,24.0
all,806,8,140,946.2785714285715,0.0,15.0,46.0
all,806,794,289,680.1522491349481,0.0,11.0,20.0
all,806,75,103,969.3398058252427,0.0,16.0,9.0
all,806,815,37,1298.7027027027027,0.0,21.0,38.0
all,806,151,30,848.6666666666666,0.0,14.0,8.0
all,806,1046,307,678.342019543974,0.0,11.0,18.0
all,806,156,285,478.71228070175437,0.0,7.0,58.0
all,806,3,148,800.6621621621622,0.0,13.0,20.0
all,806,49,93,769.7096774193549,0.0,12.0,49.0
all,806,83,51,1107.9607843137255,0.0,18.0,27.0
all,806,641,30,925.2,0.0,15.0,25.0
all,806,789,489,762.838445807771,0.0,12.0,42.0
all,806,644,102,1018.7156862745098,0.0,16.0,58.0
all,806,87,33,1327.3333333333333,0.0,22.0,7.0
all,806,220,247,1194.421052631579,0.0,19.0,54.0
all,806,809,120,846.8333333333334,0.0,14.0,6.0
all,806,150,127,776.4803149606299,0.0,12.0,56.0
all,806,803,966,376.18840579710144,0.0,6.0,16.0
all,806,98,15,1076.0666666666666,0.0,17.0,56.0
all,806,795,655,357.58167938931297,0.0,5.0,57.0
all,806,790,191,640.8115183246073,0.0,10.0,40.0
all,806,640,28,665.5714285714286,0.0,11.0,5.0
all,806,217,75,917.1733333333333,0.0,15.0,17.0
all,806,214,112,851.7142857142857,0.0,14.0,11.0
all,806,797,719,587.5688456189151,0.0,9.0,47.0
all,806,221,56,1404.5,0.0,23.0,24.0
all,806,219,81,1417.1851851851852,0.0,23.0,37.0
all,806,140,6,1016.6666666666666,0.0,16.0,56.0
all,806,799,9,916.2222222222222,0.0,15.0,16.0
all,806,132,374,459.82620320855614,0.0,7.0,39.0
all,806,116,66,852.8030303030303,0.0,14.0,12.0
all,806,1044,1016,722.4970472440945,0.0,12.0,2.0
all,806,117,282,659.950354609929,0.0,10.0,59.0
all,806,222,273,483.1208791208791,0.0,8.0,3.0
all,806,788,735,284.8136054421769,0.0,4.0,44.0
all,806,806,1184,652.8260135135135,0.0,10.0,52.0
all,806,24,44,1041.7954545454545,0.0,17.0,21.0
all,806,792,453,308.22737306843266,0.0,5.0,8.0
all,806,793,18,933.3888888888889,0.0,15.0,33.0
all,806,812,174,386.3965517241379,0.0,6.0,26.0
all,806,1047,2,365.0,0.0,6.0,5.0
all,806,5,542,309.2952029520295,0.0,5.0,9.0
all,806,157,579,626.979274611399,0.0,10.0,26.0
all,806,810,224,609.3616071428571,0.0,10.0,9.0
all,806,34,139,592.043165467626,0.0,9.0,52.0
all,806,908,89,509.7752808988764,0.0,8.0,29.0
all,806,816,128,745.3515625,0.0,12.0,25.0
all,806,69,513,463.78752436647176,0.0,7.0,43.0
